action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Reset Password,,Endpoint Security,,Information Technology,,,IT-003,identity_management,,,Marvin Davis,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-08 08:54:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-100,file_access,GP217_Sample_Tracking_Record.csv,,Barbara Barnett,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 08:55:00
Investigate,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-011,security_alert_review,,,Kristen Richard,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-08 08:55:00
Send,,Laboratory Operations,,Research,,,LT-022,teams_message,,,Antonio Summers,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-08 08:56:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-019,compliance_review,,,Larry Wilcox,Tucson,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-08 08:56:00
Upload,,HELIX,,Regulatory Affairs,,FDA Submission Package,RA-013,document_upload,FDA_Submission_Package_v1.zip,,William Powell,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-08 08:58:00
,,Infrastructure,,Information Technology,,,IT-002,login,,,Kelly Chan,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-08 08:58:00
Review Group Membership,,Endpoint Security,,Information Technology,,,IT-023,identity_management,,,Daniel Diaz,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-08 08:58:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-064,file_access,HELIX_Regulatory_Briefing_Package.docx,,Ricky Moore,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 08:59:00
Send,,HELIX,,Research,,,LT-023,teams_message,,,Stephanie Miller,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-08 08:59:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-054,file_access,GP217_Sample_Tracking_Record.csv,,Chelsea Vega,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:00:00
Calibrate,,Sample Processing,,Research,,,LT-028,instrument_use,,Centrifuge-03,Rebecca Zavala,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:00:00
Approve,,HELIX,,Research,,,LT-035,record_update,,,Toni Santos,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:00:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-052,file_access,HELIX_Regulatory_Briefing_Package.docx,,Abigail Hayes,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:01:00
,,Technology Modernization,,Executive Leadership,,,EX-004,login,,,Michael Cooper,Boston,,,Executive Leadership,Trade Secret,,,2026-01-08 09:01:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-011,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jon Roberts,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:02:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-008,file_access,HELIX_Regulatory_Briefing_Package.docx,,Keith Miller,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:03:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-040,file_access,HELIX_Regulatory_Briefing_Package.docx,,Sara Klein,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:03:00
Review,,Laboratory Operations,,Research,,Quality Control Checklist,LT-041,file_access,QC_Checklist_v3.pdf,,Michael Johnson,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-08 09:03:00
,,Research Portfolio,,Executive Leadership,,,EX-002,login,,,James Johnson,Boston,,,Executive Leadership,Trade Secret,,,2026-01-08 09:03:00
Update,,Sample Processing,,Research,,,LT-032,record_update,,,Teresa Calderon,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:04:00
Send,,Payroll,,Finance,,,FA-001,teams_message,,,Lori Gibson,Tucson,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-08 09:04:00
Send,,Analytical Chemistry,,Research,,,RS-058,teams_message,,,Cynthia Kennedy,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:05:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-076,file_access,GP217_Assay_Results.csv,,Tracy Alvarez,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:05:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-113,file_access,GP217_Sample_Tracking_Record.csv,,Jordan Williams,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:05:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-009,document_upload,FDA_Submission_Package_v1.zip,,Valerie Cole,Tucson,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-08 09:05:00
Review,,Payroll,,Finance,,Payroll Reconciliation,FA-031,payroll_review,Payroll_Reconciliation.csv,,Larry Bender,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-08 09:05:00
Review Group Membership,,Infrastructure,,Information Technology,,,IT-026,identity_management,,,James Clark,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-08 09:05:00
Reset Password,,Infrastructure,,Information Technology,,,IT-033,identity_management,,,Amy Zamora,Boston,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-08 09:05:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-067,file_access,HELIX_Regulatory_Briefing_Package.docx,,Christina Hester,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:06:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-098,file_access,GP217_Sample_Tracking_Record.csv,,Janet Rodriguez,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:06:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-119,file_access,HELIX_Regulatory_Briefing_Package.docx,,Michael Gomez,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:06:00
Send,,Sample Processing,,Research,,,LT-026,teams_message,,,Robin Wood,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-08 09:06:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-022,teams_message,,,Elizabeth Potter,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-08 09:06:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-042,file_access,GP217_Sample_Tracking_Record.csv,,Brittany Brown,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:07:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-074,file_access,HELIX_Regulatory_Briefing_Package.docx,,Sandy Cook,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:08:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-131,file_access,GP217_Sample_Tracking_Record.csv,,Adam Montgomery,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:09:00
Update,,HELIX,,Regulatory Affairs,,,RA-018,record_update,,,Robert Stokes,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-08 09:09:00
Review,,Procurement,,Finance,,Payroll Reconciliation,FA-030,payroll_review,Payroll_Reconciliation.csv,,Molly Moore,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-08 09:09:00
Review Findings,,Cloud Migration,,Information Technology,,,IT-024,vulnerability_review,,,Aaron Potter,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-08 09:09:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-132,file_access,GP217_Sample_Tracking_Record.csv,,Jeanette Ibarra,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:10:00
Send,,HELIX,,Regulatory Affairs,,,RA-003,teams_message,,,Johnathan Marshall,Boston,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-08 09:10:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-021,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Angela Ramirez,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-08 09:10:00
Approve Rule Change,,Identity Modernization,Research VLAN Rule UPdate,Information Technology,,,IT-029,firewall_update,,,Sarah Aguilar,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-08 09:10:00
Approve,,Sample Processing,,Research,,,LT-004,record_update,,,Madeline Valentine,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:11:00
Edit,,FDA Submission,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-040,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Kristen Oneal,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-08 09:11:00
Approve Rule Change,,Endpoint Security,Research VLAN Rule UPdate,Information Technology,,,IT-016,firewall_update,,,Sean Ellis,Boston,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-08 09:11:00
Approve Rule Change,,Infrastructure,Research VLAN Rule UPdate,Information Technology,,,IT-018,firewall_update,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-08 09:11:00
Calibrate,,Sample Processing,,Research,,,LT-008,instrument_use,,Centrifuge-03,Amy Baker,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:12:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-071,file_access,GP217_Sample_Tracking_Record.csv,,Justin Lambert,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:13:00
Calibrate,,Sample Processing,,Research,,,LT-001,instrument_use,,Centrifuge-03,Charles Snyder,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:13:00
Calibrate,,Laboratory Operations,,Research,,,LT-022,instrument_use,,Centrifuge-03,Antonio Summers,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:13:00
Review,,Quality Compliance,,Regulatory Affairs,,FDA Submission Draft,RA-002,document_review,FDA_Submission_Draft_v5.docx,,James Jones,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-08 09:13:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-020,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Krista Hurst,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-08 09:14:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-135,file_access,GP217_Assay_Results.csv,,Zachary Obrien,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:15:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-137,file_access,GP217_Assay_Results.csv,,Alexandria Bishop,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:15:00
Operate,,Sample Processing,,Research,,,LT-021,instrument_use,,Mass Spectrometer-02,Bryan Murphy,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:15:00
Review,,HELIX,,Regulatory Affairs,,FDA Submission Draft,RA-013,document_review,FDA_Submission_Draft_v5.docx,,William Powell,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-08 09:15:00
Update,,Recruiting,,Human Resources,,Employee Record Update,HR-006,employee_record_update,Employee_Record_Update.pdf,,Bruce Hurley,Boston,,Employee Profile HR-2041,Human Resources Specialist,Restricted,,HRIS,2026-01-08 09:15:00
Update,,Sample Processing,,Research,,,LT-002,record_update,,,Doris Singh,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:16:00
Operate,,Sample Processing,,Research,,,LT-036,instrument_use,,Mass Spectrometer-02,Tyler Garza,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:16:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-057,file_access,HELIX_Regulatory_Briefing_Package.docx,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:18:00
Review,,Procurement,,Finance,,HELIX Budget Review,FA-006,budget_review,HELIX_Budget_Q2.xlsx,,Bryan Jones,Tucson,,,Finance Analyst,Confidential,,ERP,2026-01-08 09:18:00
Update,,Recruiting,,Human Resources,,Open Enrollment Form,HR-015,benefits_update,Open_Enrolment_Form.pdf,,Nicholas Valenzuela,Tucson,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-08 09:18:00
Review Findings,,Endpoint Security,,Information Technology,,,IT-016,vulnerability_review,,,Sean Ellis,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-08 09:18:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-010,file_access,GP217_Assay_Results.csv,,Michelle Jones,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:19:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-133,file_access,GP217_Assay_Results.csv,,Melissa French,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:19:00
Send,,Sample Processing,,Research,,,LT-026,teams_message,,,Robin Wood,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-08 09:19:00
Approve,,Sample Processing,,Research,,,LT-045,record_update,,,John Santos,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:19:00
Investigate,Unusual VPN Location,Cloud Migration,,Information Technology,,,IT-001,security_alert_review,,,Joshua Blake,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-08 09:19:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-139,file_access,GP217_Sample_Tracking_Record.csv,,Timothy Rivas,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:21:00
Send,,HELIX,,Regulatory Affairs,,,RA-015,teams_message,,,Richard Johns,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-08 09:21:00
Send,,Budget Planning,,Finance,,,FA-026,teams_message,,,Tammy Lopez,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-08 09:21:00
Send,,Clinical Support,,Research,,,RS-033,teams_message,,,James Rosario,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:22:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-134,file_access,GP217_Assay_Results.csv,,Stephen Duffy,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:22:00
Send,,Cloud Migration,,Information Technology,,,IT-010,teams_message,,,Brenda Malone,Boston,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-08 09:22:00
Update,,Sample Processing,,Research,,,LT-036,record_update,,,Tyler Garza,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:23:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-011,file_access,GP217_Sample_Tracking_Record.csv,,Jon Roberts,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:24:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-015,file_access,GP217_Sample_Tracking_Record.csv,,Carla Wade,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:25:00
Send,,HELIX,,Research,,,RS-136,teams_message,,,Steven Roth,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:25:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-136,file_access,HELIX_Regulatory_Briefing_Package.docx,,Steven Roth,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:25:00
Operate,,HELIX,,Research,,,LT-035,instrument_use,,Mass Spectrometer-02,Toni Santos,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:25:00
Update,,FDA Submission,,Regulatory Affairs,,,RA-034,record_update,,,Nicholas Mcbride,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-08 09:25:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-018,file_access,HELIX_Regulatory_Briefing_Package.docx,,Linda Smith,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:26:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-025,file_access,HELIX_Regulatory_Briefing_Package.docx,,Justin Lee,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:26:00
Send,,Clinical Support,,Research,,,RS-030,teams_message,,,Lisa Mason,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:26:00
Send,,Analytical Chemistry,,Research,,,RS-041,teams_message,,,George Knight,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:26:00
Send,,Clinical Support,,Research,,,RS-057,teams_message,,,Kevin Wood,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:26:00
Send,,HELIX,,Research,,,RS-067,teams_message,,,Christina Hester,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:26:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-092,file_access,GP217_Sample_Tracking_Record.csv,,Johnny Santana,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:26:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-112,file_access,GP217_Assay_Results.csv,,Tracie Smith,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:26:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-129,file_access,GP217_Sample_Tracking_Record.csv,,Deborah Bradley,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:26:00
Update,,Sample Processing,,Research,,,LT-004,record_update,,,Madeline Valentine,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:26:00
Calibrate,,Sample Processing,,Research,,,LT-013,instrument_use,,Centrifuge-03,Jill Hall,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:26:00
Approve Rule Change,,Identity Modernization,Research VLAN Rule UPdate,Information Technology,,,IT-011,firewall_update,,,Kristen Richard,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-08 09:26:00
Send,,Biomarker Discovery,,Research,,,RS-109,teams_message,,,Margaret Marsh,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:27:00
Review Group Membership,,Endpoint Security,,Information Technology,,,IT-014,identity_management,,,Jennifer Clark,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-08 09:27:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-022,file_access,GP217_Assay_Results.csv,,Timothy James,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:28:00
Send,,HELIX,,Research,,,RS-059,teams_message,,,Madeline Nolan,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:28:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-027,file_access,GP217_Assay_Results.csv,,Michelle Munoz,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:29:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-028,file_access,GP217_Assay_Results.csv,,Leslie Anderson,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:29:00
Review,,Procurement,,Finance,,Payroll Reconciliation,FA-029,payroll_review,Payroll_Reconciliation.csv,,Maria Robinson,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-08 09:29:00
Update,,Benefits,,Human Resources,,Employee Record Update,HR-005,employee_record_update,Employee_Record_Update.pdf,,Felicia Fisher,Tucson,,Employee Profile HR-2041,Human Resources Specialist,Restricted,,HRIS,2026-01-08 09:29:00
Calibrate,,Laboratory Operations,,Research,,,LT-041,instrument_use,,Centrifuge-03,Michael Johnson,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:30:00
Review,,Corporate Strategy,,Executive Leadership,,Quarterly Financial Forecast,EX-008,financial_report_access,Quarterly_Forecast_Q1.pdf,,John Hall,Tucson,,,Executive Leadership,Trade Secret,,Financial Reporting,2026-01-08 09:30:00
Update,,Procurement,,Finance,,HELIX Cost Forecast,FA-010,forecast_update,HELIX_Cost_Forecast.xlsx,,Joseph Beasley,Tucson,,,Finance Analyst,Confidential,,FP&A Platform,2026-01-08 09:31:00
Send,,Technology Modernization,,Executive Leadership,,,EX-004,teams_message,,,Michael Cooper,Boston,All Departments,,Executive Leadership,Trade Secret,,Microsoft Teams,2026-01-08 09:31:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-041,file_access,GP217_Sample_Tracking_Record.csv,,George Knight,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:32:00
Update,,Quality Compliance,,Regulatory Affairs,,,RA-036,record_update,,,Christopher Cruz,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-08 09:32:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-027,payroll_review,Payroll_Reconciliation.csv,,Joseph Lee,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-08 09:32:00
Review,,Recruiting,,Human Resources,,Cybersecurity Awareness Completion Report,HR-002,training_review,Security_Awareness_Completion.csv,,Susan Carrillo,Tucson,,,Human Resources Specialist,Restricted,,Learning Management System,2026-01-08 09:32:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-058,file_access,GP217_Assay_Results.csv,,Cynthia Kennedy,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-08 09:33:00
Approve,,Sample Processing,,Research,,,LT-018,record_update,,,Jessica Hanson,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:33:00
Update,,HELIX,,Research,,,LT-039,record_update,,,Kirsten Collins,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-08 09:33:00
Send,,Endpoint Security,,Information Technology,,,IT-003,teams_message,,,Marvin Davis,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-08 09:33:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-006,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:34:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-102,file_access,GP217_Sample_Tracking_Record.csv,,Desiree Jackson,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:34:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-107,file_access,GP217_Sample_Tracking_Record.csv,,Katie Hooper,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:34:00
Send,,Clinical Support,,Research,,,RS-140,teams_message,,,Miguel Bowers,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:34:00
Update,,HELIX,,Regulatory Affairs,,,RA-004,record_update,,,Peggy Jordan,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-08 09:34:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-010,teams_message,,,Jeffrey Briggs,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-08 09:34:00
Update,,Recruiting,,Human Resources,,Employee Record Update,HR-004,employee_record_update,Employee_Record_Update.pdf,,Lisa Stevens,Boston,,Employee Profile HR-2041,Human Resources Specialist,Restricted,,HRIS,2026-01-08 09:34:00
Investigate,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-017,security_alert_review,,,Jonathan May,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-08 09:34:00
Operate,,HELIX,,Research,,,LT-040,instrument_use,,Mass Spectrometer-02,Marcus Tucker,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:35:00
Review,,Quality Compliance,,Regulatory Affairs,,FDA Submission Draft,RA-017,document_review,FDA_Submission_Draft_v5.docx,,Michael Gutierrez,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-08 09:35:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-019,teams_message,,,Larry Wilcox,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-08 09:35:00
Approve,,Payroll,,Finance,,,FA-035,procurement_review,,,Christopher Patterson,Tucson,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-08 09:35:00
Send,,Identity Modernization,,Information Technology,,,IT-029,teams_message,,,Sarah Aguilar,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-08 09:35:00
Review,,Research Portfolio,,Executive Leadership,,HELIX Strategic Roadmap,EX-010,strategy_review,HELIX_Strategic_Roadmap.pdf,,Martin Harris,Boston,,,Executive Leadership,Trade Secret,,Strategy Portal,2026-01-08 09:35:00
Send,,Analytical Chemistry,,Research,,,RS-086,teams_message,,,Marie Wright,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-08 09:36:00
Operate,,Sample Processing,,Research,,,LT-021,instrument_use,,Mass Spectrometer-02,Bryan Murphy,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-08 09:36:00
Review,,Learning & Development,,Human Resources,,Cybersecurity Awareness Completion Report,HR-007,training_review,Security_Awareness_Completion.csv,,Holly Johns,Tucson,,,Human Resources Specialist,Restricted,,Learning Management System,2026-01-08 09:36:00
Investigate,Unusual VPN Location,Cloud Migration,,Information Technology,,,IT-010,security_alert_review,,,Brenda Malone,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-08 09:37:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-065,file_access,HELIX_Regulatory_Briefing_Package.docx,,Carol Brooks,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-08 09:38:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-117,file_access,GP217_Sample_Tracking_Record.csv,,Jamie Ochoa,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-08 09:38:00
Review Endpoint Health,,Infrastructure,,Information Technology,Research-Laptop-042,,IT-018,endpoint_review,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-08 09:40:00
