action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
,,Identity Modernization,,Information Technology,,,IT-029,backup_check,,,Sarah Aguilar,Tucson,,,IT Security Administrator,Trade Secret,Validation Complete,Backup Infrastructure,2026-01-05 09:36:00
Calibrate,,Laboratory Operations,,Research,,,LT-038,instrument_use,,Centrifuge-03,Brett Gardner,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:37:00
,,Procurement,,Finance,,,FA-010,teams_message,,,Joseph Beasley,Tucson,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-05 09:37:00
,,Technology Modernization,,Executive Leadership,,,EX-004,file_access,HELIX_Board_Update.pdf,,Michael Cooper,Boston,,,Executive Leadership,Trade Secret,,Board Portal,2026-01-05 09:37:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-010,file_access,HELIX_Regulatory_Briefing_Package.docx,,Michelle Jones,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:38:00
Update,,HELIX,,Research,,,LT-029,record_update,,,Paul Johnson,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-05 09:38:00
Group Membership Review,,Cloud Migration,,Information Technology,,,IT-009,admin_action,,,Nicholas Stein,Boston,,,IT Security Administrator,Trade Secret,,Active Directory,2026-01-05 09:38:00
,,Corporate Strategy,,Executive Leadership,,,EX-003,login,,,Steven Powers,Tucson,,,Executive Leadership,Trade Secret,,,2026-01-05 09:38:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-064,file_access,GP217_Sample_Tracking_Record.csv,,Ricky Moore,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:39:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-080,file_access,HELIX_Regulatory_Briefing_Package.docx,,Scott Figueroa,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:39:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-139,file_access,GP217_Assay_Results.csv,,Timothy Rivas,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:39:00
Operate,,Sample Processing,,Research,,,LT-004,instrument_use,,Mass Spectrometer-02,Madeline Valentine,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:39:00
,,Recruiting,,Human Resources,,,HR-002,teams_message,,,Susan Carrillo,Tucson,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-05 09:39:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-008,file_access,GP217_Assay_Results.csv,,Keith Miller,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:40:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-018,file_access,HELIX_Regulatory_Briefing_Package.docx,,Linda Smith,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:40:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-052,file_access,GP217_Sample_Tracking_Record.csv,,Abigail Hayes,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:40:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-070,file_access,GP217_Sample_Tracking_Record.csv,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:40:00
Send,,HELIX,,Research,,,LT-014,teams_message,,,Nicole Bailey,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 09:40:00
Calibrate,,Laboratory Operations,,Research,,,LT-015,instrument_use,,Centrifuge-03,Jacob Martinez,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:40:00
,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-020,security_alert_review,,,Joshua Gray,Tucson,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 09:40:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-107,file_access,HELIX_Regulatory_Briefing_Package.docx,,Katie Hooper,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:41:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-116,file_access,HELIX_Regulatory_Briefing_Package.docx,,Renee Hudson,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:41:00
Approve,,FDA Submission,,Regulatory Affairs,,,RA-040,compliance_review,,,Kristen Oneal,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-05 09:41:00
Calibrate,,Sample Processing,,Research,,,LT-008,instrument_use,,Centrifuge-03,Amy Baker,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:42:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-075,file_access,GP217_Sample_Tracking_Record.csv,,Paula Schwartz,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:43:00
Review,,Laboratory Operations,,Research,,Quality Control Checklist,LT-031,file_access,QC_Checklist_v3.pdf,,Dylan Martin,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 09:43:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-036,teams_message,,,Christopher Cruz,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-05 09:43:00
,,Recruiting,,Human Resources,,,HR-008,file_access,Research_Scientist_Candidates.xlsx,,Laura Middleton,Boston,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-05 09:43:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-082,file_access,GP217_Assay_Results.csv,,Jermaine Ramirez,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:44:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-075,file_access,GP217_Assay_Results.csv,,Paula Schwartz,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:45:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-105,file_access,GP217_Sample_Tracking_Record.csv,,David Mason,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:45:00
Send,,Sample Processing,,Research,,,LT-026,teams_message,,,Robin Wood,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 09:45:00
,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-002,security_alert_review,,,Kelly Chan,Tucson,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 09:45:00
,,Research Portfolio,,Executive Leadership,,,EX-001,teams_message,,,Jonathan Hardin,Boston,All Departments,,Executive Leadership,Trade Secret,,Microsoft Teams,2026-01-05 09:45:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-044,file_access,GP217_Sample_Tracking_Record.csv,,Mary Cisneros,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:46:00
,,Budget Planning,,Finance,,,FA-026,teams_message,,,Tammy Lopez,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-05 09:46:00
,,Benefits,,Human Resources,,,HR-018,teams_message,,,Karen Campos,Tucson,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-05 09:46:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-025,file_access,QC_Checklist_v3.pdf,,Lauren Oconnell,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 09:47:00
,,Benefits,,Human Resources,,,HR-017,teams_message,,,Nicole Calderon,Boston,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-05 09:47:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-037,file_access,GP217_Assay_Results.csv,,Karen Shaw,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:48:00
Send,,Analytical Chemistry,,Research,,,RS-072,teams_message,,,Guy Berg,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-05 09:48:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-122,file_access,GP217_Assay_Results.csv,,Sarah Owens,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:48:00
Send,,Sample Processing,,Research,,,LT-016,teams_message,,,Elizabeth Anderson,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 09:48:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-036,file_access,QC_Checklist_v3.pdf,,Tyler Garza,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 09:48:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-014,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Tyrone Miller,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-05 09:48:00
,,Endpoint Security,Rule Review,Information Technology,,,IT-006,firewall_update,,,Donald Gill,Boston,,,IT Security Administrator,Trade Secret,,Firewall Management,2026-01-05 09:48:00
,,Endpoint Security,,Information Technology,Laptop-042,,IT-022,endpoint_review,,,Stephen Bridges,Boston,,,IT Security Administrator,Trade Secret,,EDR,2026-01-05 09:48:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-064,file_access,HELIX_Regulatory_Briefing_Package.docx,,Ricky Moore,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:49:00
Operate,,Laboratory Operations,,Research,,,LT-027,instrument_use,,Mass Spectrometer-02,Tina Conley,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:49:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-022,document_review,FDA_Submission_Draft_v5.docx,,Elizabeth Potter,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-05 09:49:00
,,Endpoint Security,Rule Review,Information Technology,,,IT-034,firewall_update,,,Erin Wilson,Tucson,,,IT Security Administrator,Trade Secret,,Firewall Management,2026-01-05 09:49:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-129,file_access,GP217_Assay_Results.csv,,Deborah Bradley,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:51:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-025,compliance_review,,,Gail Garcia,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-05 09:51:00
Send,,HELIX,,Research,,,RS-125,teams_message,,,Elizabeth Hampton,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-05 09:52:00
Send,,HELIX,,Regulatory Affairs,,,RA-008,teams_message,,,Donna Bell,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-05 09:52:00
,,Payroll,,Finance,,,FA-007,file_access,HELIX_Cost_Forecast.xlsx,,Jonathan Anderson,Boston,,,Finance Analyst,Confidential,,FP&A Platform,2026-01-05 09:52:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-032,file_access,GP217_Assay_Results.csv,,Michael Sanders,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:53:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-082,file_access,GP217_Sample_Tracking_Record.csv,,Jermaine Ramirez,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:53:00
Send,,Laboratory Operations,,Research,,,LT-024,teams_message,,,Sharon Henry,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 09:53:00
,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-005,security_alert_review,,,Tamara Pacheco,Tucson,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 09:53:00
,Unusual VPN Location,Endpoint Security,,Information Technology,,,IT-006,security_alert_review,,,Donald Gill,Boston,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 09:53:00
,,Endpoint Security,,Information Technology,,,IT-014,backup_check,,,Jennifer Clark,Tucson,,,IT Security Administrator,Trade Secret,Validation Complete,Backup Infrastructure,2026-01-05 09:53:00
,,Payroll,,Finance,,,FA-009,payroll_review,Payroll_Reconciliation.csv,,Debra Fisher,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-05 09:54:00
,,Endpoint Security,,Information Technology,Laptop-042,,IT-016,endpoint_review,,,Sean Ellis,Boston,,,IT Security Administrator,Trade Secret,,EDR,2026-01-05 09:54:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-036,file_access,GP217_Assay_Results.csv,,Travis Bradley,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 09:55:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-112,file_access,HELIX_Regulatory_Briefing_Package.docx,,Tracie Smith,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:55:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-122,file_access,HELIX_Regulatory_Briefing_Package.docx,,Sarah Owens,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:55:00
Calibrate,,HELIX,,Research,,,LT-042,instrument_use,,Centrifuge-03,Paul Campos,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:55:00
,,Learning & Development,,Human Resources,,,HR-009,benefits_update,Open_Enrollment_Form.pdf,,Sharon Wilson,Boston,,,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-05 09:55:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-006,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:56:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-017,file_access,HELIX_Regulatory_Briefing_Package.docx,,Emily Ortiz,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:56:00
Send,,FDA Submission,,Regulatory Affairs,,,RA-038,teams_message,,,Erin Mcintyre,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-05 09:56:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-130,file_access,GP217_Sample_Tracking_Record.csv,,Joseph Wood,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 09:57:00
Send,,HELIX,,Research,,,LT-044,teams_message,,,Scott Buck,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 09:57:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-007,file_access,QC_Checklist_v3.pdf,,David Carroll,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 09:58:00
Operate,,Sample Processing,,Research,,,LT-009,instrument_use,,Mass Spectrometer-02,Lisa Pena,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 09:58:00
Update,,Laboratory Operations,,Research,,,LT-022,record_update,,,Antonio Summers,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-05 09:58:00
,,Cloud Migration,,Information Technology,,,IT-009,backup_check,,,Nicholas Stein,Boston,,,IT Security Administrator,Trade Secret,Validation Complete,Backup Infrastructure,2026-01-05 09:58:00
Group Membership Review,,Infrastructure,,Information Technology,,,IT-033,admin_action,,,Amy Zamora,Boston,,,IT Security Administrator,Trade Secret,,Active Directory,2026-01-05 09:58:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-062,file_access,HELIX_Regulatory_Briefing_Package.docx,,Christian Curry,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 09:59:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-028,file_access,QC_Checklist_v3.pdf,,Rebecca Zavala,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 09:59:00
Update,,FDA Submission,,Regulatory Affairs,,,RA-007,record_update,,,Roger Frederick,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-05 09:59:00
,,Endpoint Security,,Information Technology,,,IT-012,backup_check,,,Travis Davies,Boston,,,IT Security Administrator,Trade Secret,Validation Complete,Backup Infrastructure,2026-01-05 09:59:00
,,Cloud Migration,Rule Review,Information Technology,,,IT-028,firewall_update,,,Kathy Andrade,Boston,,,IT Security Administrator,Trade Secret,,Firewall Management,2026-01-05 09:59:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-019,file_access,GP217_Sample_Tracking_Record.csv,,Victoria Floyd,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:00:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-097,file_access,GP217_Assay_Results.csv,,Carl Mendez,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:00:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-115,file_access,HELIX_Regulatory_Briefing_Package.docx,,Julie Townsend,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:00:00
Send,,Biomarker Discovery,,Research,,,RS-124,teams_message,,,Kayla Knapp,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-05 10:00:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-125,file_access,HELIX_Regulatory_Briefing_Package.docx,,Elizabeth Hampton,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:00:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-015,file_access,GP217_Assay_Results.csv,,Carla Wade,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:01:00
Send,,Analytical Chemistry,,Research,,,RS-038,teams_message,,,Elizabeth Hall,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-05 10:01:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-108,file_access,GP217_Assay_Results.csv,,Joe Powell,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:01:00
Operate,,HELIX,,Research,,,LT-039,instrument_use,,Mass Spectrometer-02,Kirsten Collins,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 10:01:00
Review,,Quality Compliance,,Regulatory Affairs,,FDA Submission Draft,RA-032,document_review,FDA_Submission_Draft_v5.docx,,Donald Perez,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-05 10:01:00
,,Budget Planning,,Finance,,,FA-022,file_access,HELIX_Cost_Forecast.xlsx,,Joseph Morgan,Boston,,,Finance Analyst,Confidential,,FP&A Platform,2026-01-05 10:01:00
Send,,Clinical Support,,Research,,,RS-009,teams_message,,,Ann Garrison,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-05 10:02:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-013,file_access,QC_Checklist_v3.pdf,,Jill Hall,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 10:02:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-021,teams_message,,,Angela Ramirez,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-05 10:02:00
,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-031,security_alert_review,,,Rachael Bullock,Tucson,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 10:02:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-028,file_access,GP217_Sample_Tracking_Record.csv,,Leslie Anderson,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:03:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-055,file_access,GP217_Sample_Tracking_Record.csv,,Kelly Wallace,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:04:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-086,file_access,HELIX_Regulatory_Briefing_Package.docx,,Marie Wright,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:04:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-137,file_access,HELIX_Regulatory_Briefing_Package.docx,,Alexandria Bishop,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:04:00
Send,,Laboratory Operations,,Research,,,LT-038,teams_message,,,Brett Gardner,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 10:04:00
Send,,HELIX,,Regulatory Affairs,,,RA-008,teams_message,,,Donna Bell,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-05 10:04:00
Approve,,HELIX,,Regulatory Affairs,,,RA-016,compliance_review,,,Mathew Patel,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-05 10:04:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-059,file_access,GP217_Assay_Results.csv,,Madeline Nolan,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:05:00
Send,,HELIX,,Research,,,LT-007,teams_message,,,David Carroll,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-05 10:05:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-028,compliance_review,,,Andrew Payne,Tucson,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-05 10:05:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-024,file_access,GP217_Sample_Tracking_Record.csv,,Nicole Warner,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:06:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-056,file_access,GP217_Assay_Results.csv,,David Keller,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:06:00
Operate,,Sample Processing,,Research,,,LT-009,instrument_use,,Mass Spectrometer-02,Lisa Pena,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-05 10:06:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-026,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Dale Vaughn,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-05 10:06:00
,Unusual VPN Location,Endpoint Security,,Information Technology,,,IT-022,security_alert_review,,,Stephen Bridges,Boston,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 10:06:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-075,file_access,GP217_Assay_Results.csv,,Paula Schwartz,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:07:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-102,file_access,HELIX_Regulatory_Briefing_Package.docx,,Desiree Jackson,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:07:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-113,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jordan Williams,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:07:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-006,file_access,GP217_Sample_Tracking_Record.csv,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:08:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-111,file_access,GP217_Assay_Results.csv,,Michael Bryant,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:08:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-006,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Howard Conway,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-05 10:08:00
,,Payroll,,Finance,,,FA-031,file_access,HELIX_Cost_Forecast.xlsx,,Larry Bender,Tucson,,,Finance Analyst,Confidential,,FP&A Platform,2026-01-05 10:08:00
,,Budget Planning,,Finance,,,FA-026,file_access,HELIX_Cost_Forecast.xlsx,,Tammy Lopez,Boston,,,Finance Analyst,Confidential,,FP&A Platform,2026-01-05 10:09:00
,,Benefits,,Human Resources,,,HR-011,file_access,Research_Scientist_Candidates.xlsx,,Carrie Rodriguez,Tucson,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-05 10:09:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-073,file_access,GP217_Sample_Tracking_Record.csv,,Victoria Wallace,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:10:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-081,file_access,GP217_Sample_Tracking_Record.csv,,James Davis,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-05 10:10:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-128,file_access,HELIX_Regulatory_Briefing_Package.docx,,Katrina Murray,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:10:00
,,Budget Planning,,Finance,,,FA-013,payroll_review,Payroll_Reconciliation.csv,,Gerald Liu,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-05 10:10:00
,,Budget Planning,,Finance,,,FA-013,payroll_review,Payroll_Reconciliation.csv,,Gerald Liu,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-05 10:10:00
,,Learning & Development,,Human Resources,,,HR-007,file_access,Research_Scientist_Candidates.xlsx,,Holly Johns,Tucson,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-05 10:10:00
,,Identity Modernization,Rule Review,Information Technology,,,IT-005,firewall_update,,,Tamara Pacheco,Tucson,,,IT Security Administrator,Trade Secret,,Firewall Management,2026-01-05 10:10:00
,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-018,security_alert_review,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,,SIEM,2026-01-05 10:10:00
Group Membership Review,,Endpoint Security,,Information Technology,,,IT-022,admin_action,,,Stephen Bridges,Boston,,,IT Security Administrator,Trade Secret,,Active Directory,2026-01-05 10:10:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-034,file_access,QC_Checklist_v3.pdf,,Judy Cooke,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-05 10:11:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-057,file_access,GP217_Assay_Results.csv,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:12:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-070,file_access,HELIX_Regulatory_Briefing_Package.docx,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-05 10:12:00
,,Cloud Migration,,Information Technology,Laptop-042,,IT-028,endpoint_review,,,Kathy Andrade,Boston,,,IT Security Administrator,Trade Secret,,EDR,2026-01-05 10:12:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-018,file_access,GP217_Assay_Results.csv,,Linda Smith,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-05 10:13:00
Send,,HELIX,,Research,,,RS-120,teams_message,,,Thomas Perez,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-05 10:13:00
