action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Operate,,Laboratory Operations,,Research,,,LT-041,instrument_use,,Mass Spectrometer-02,Michael Johnson,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:09:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-012,document_upload,FDA_Submission_Package_v1.zip,,Monica Howard,Tucson,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 10:09:00
Upload,,HELIX,,Regulatory Affairs,,FDA Submission Package,RA-014,document_upload,FDA_Submission_Package_v1.zip,,Tyrone Miller,Tucson,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 10:09:00
Send,,Biomarker Discovery,,Research,,,RS-087,teams_message,,,Donna Allen,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:10:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-032,compliance_review,,,Donald Perez,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 10:10:00
Update,,Recruiting,,Human Resources,,Open Enrollment Form,HR-016,benefits_update,Open_Enrolment_Form.pdf,,William Simmons,Tucson,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-09 10:10:00
Review Findings,,Identity Modernization,,Information Technology,,,IT-025,vulnerability_review,,,Amanda Gordon,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 10:10:00
Send,,Analytical Chemistry,,Research,,,RS-021,teams_message,,,Leslie Alvarez,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:11:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-066,file_access,GP217_Assay_Results.csv,,Rachael Hayes,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:11:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-124,file_access,HELIX_Regulatory_Briefing_Package.docx,,Kayla Knapp,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:11:00
Review,,Recruiting,,Human Resources,,Cybersecurity Awareness Completion Report,HR-022,training_review,Security_Awareness_Completion.csv,,Gregory Guerrero,Boston,,,Human Resources Specialist,Restricted,,Learning Management System,2026-01-09 10:11:00
Send,,Cloud Migration,,Information Technology,,,IT-024,teams_message,,,Aaron Potter,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 10:11:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-062,file_access,GP217_Sample_Tracking_Record.csv,,Christian Curry,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:12:00
Send,,Analytical Chemistry,,Research,,,RS-077,teams_message,,,Maria Hopkins,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:13:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-110,file_access,HELIX_Regulatory_Briefing_Package.docx,,Diane Brown,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:13:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-114,file_access,HELIX_Regulatory_Briefing_Package.docx,,Ashley Maxwell,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:13:00
Send,,Biomarker Discovery,,Research,,,RS-135,teams_message,,,Zachary Obrien,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:13:00
Operate,,Laboratory Operations,,Research,,,LT-030,instrument_use,,Mass Spectrometer-02,Christopher Flores,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:13:00
Review,,Benefits,,Human Resources,,Cybersecurity Awareness Completion Report,HR-018,training_review,Security_Awareness_Completion.csv,,Karen Campos,Tucson,,,Human Resources Specialist,Restricted,,Learning Management System,2026-01-09 10:13:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-115,file_access,HELIX_Regulatory_Briefing_Package.docx,,Julie Townsend,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:14:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-126,file_access,HELIX_Regulatory_Briefing_Package.docx,,Kayla Brown,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:14:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-130,file_access,GP217_Sample_Tracking_Record.csv,,Joseph Wood,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:14:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-138,file_access,HELIX_Regulatory_Briefing_Package.docx,,Austin Lopez,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:14:00
Review,,Payroll,,Finance,,Payroll Reconciliation,FA-025,payroll_review,Payroll_Reconciliation.csv,,Melissa Jennings,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:14:00
Review,,Procurement,,Finance,,Payroll Reconciliation,FA-030,payroll_review,Payroll_Reconciliation.csv,,Molly Moore,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:14:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-023,file_access,GP217_Sample_Tracking_Record.csv,,Karen Lynch,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:15:00
Send,,Clinical Support,,Research,,,RS-119,teams_message,,,Michael Gomez,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:15:00
Calibrate,,Sample Processing,,Research,,,LT-002,instrument_use,,Centrifuge-03,Doris Singh,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:15:00
Operate,,Laboratory Operations,,Research,,,LT-020,instrument_use,,Mass Spectrometer-02,Matthew Coleman,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:15:00
Review,,Recruiting,,Human Resources,,Research Scientist Candidate List,HR-022,candidate_review,Research_Scientist_Candidates.xlsx,,Gregory Guerrero,Boston,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-09 10:15:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-111,file_access,HELIX_Regulatory_Briefing_Package.docx,,Michael Bryant,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:16:00
Review,,Payroll,,Finance,,Payroll Reconciliation,FA-021,payroll_review,Payroll_Reconciliation.csv,,Mary Velasquez,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:16:00
Review Remote Login,,Infrastructure,,Information Technology,Remote-Laptop-017,,IT-008,vpn_review,,,Mark Davis,Boston,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-09 10:16:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-013,file_access,GP217_Sample_Tracking_Record.csv,,Timothy Gardner,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:17:00
Send,,Analytical Chemistry,,Research,,,RS-064,teams_message,,,Ricky Moore,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:17:00
Send,,Clinical Support,,Research,,,RS-126,teams_message,,,Kayla Brown,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:17:00
Calibrate,,HELIX,,Research,,,LT-017,instrument_use,,Centrifuge-03,Amanda Ward,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:17:00
Send,,Procurement,,Finance,,,FA-005,teams_message,,,Richard Martinez,Tucson,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 10:17:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-015,payroll_review,Payroll_Reconciliation.csv,,Nicole Delacruz,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:17:00
Investigate,Unusual VPN Location,Endpoint Security,,Information Technology,,,IT-016,security_alert_review,,,Sean Ellis,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 10:17:00
Send,,Analytical Chemistry,,Research,,,RS-035,teams_message,,,Leslie Burton,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:18:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-056,file_access,GP217_Assay_Results.csv,,David Keller,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:18:00
Send,,Analytical Chemistry,,Research,,,RS-113,teams_message,,,Jordan Williams,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:18:00
Send,,Sample Processing,,Research,,,LT-016,teams_message,,,Elizabeth Anderson,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 10:18:00
Send,,Infrastructure,,Information Technology,,,IT-018,teams_message,,,Samantha Jackson,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 10:18:00
Send,,Cloud Migration,,Information Technology,,,IT-027,teams_message,,,Rodney Blackburn,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 10:18:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-114,file_access,GP217_Sample_Tracking_Record.csv,,Ashley Maxwell,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:19:00
Review Endpoint Health,,Identity Modernization,,Information Technology,Research-Laptop-042,,IT-020,endpoint_review,,,Joshua Gray,Tucson,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-09 10:19:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-042,file_access,GP217_Sample_Tracking_Record.csv,,Brittany Brown,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:20:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-137,file_access,GP217_Sample_Tracking_Record.csv,,Alexandria Bishop,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:20:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-007,document_review,FDA_Submission_Draft_v5.docx,,Roger Frederick,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:20:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-024,teams_message,,,Kathleen Hill,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 10:20:00
Approve,,Technology Modernization,,Executive Leadership,,,EX-005,approval,,,Cynthia Silva,Boston,,Capital Expenditure Request,Executive Leadership,Trade Secret,Approved,Executive Approval Portal,2026-01-09 10:20:00
Create,,Recruiting,,Human Resources,,New Hire Onboarding Checklist,HR-004,onboarding_task,,,Lisa Stevens,Boston,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-09 10:21:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-073,file_access,HELIX_Regulatory_Briefing_Package.docx,,Victoria Wallace,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:22:00
Send,,Identity Modernization,,Information Technology,,,IT-030,teams_message,,,Rachel Huerta,Boston,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 10:22:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-020,file_access,HELIX_Regulatory_Briefing_Package.docx,,Derrick Johnson,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:23:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-070,file_access,GP217_Sample_Tracking_Record.csv,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:23:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-091,file_access,GP217_Assay_Results.csv,,Amy Thompson,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:23:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-100,file_access,GP217_Assay_Results.csv,,Barbara Barnett,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:23:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-033,teams_message,,,Nicole Taylor,Boston,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 10:23:00
Open,,Payroll,,Finance,,Quarterly Forecast,FA-021,financial_report_access,Quarterly_Forecast_Q2.pdf,,Mary Velasquez,Tucson,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-09 10:23:00
Approve Rule Change,,Endpoint Security,Research VLAN Rule UPdate,Information Technology,,,IT-014,firewall_update,,,Jennifer Clark,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-09 10:23:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-016,file_access,GP217_Assay_Results.csv,,Peter Johnston,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:24:00
Update,,Quality Compliance,,Regulatory Affairs,,,RA-021,record_update,,,Angela Ramirez,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 10:24:00
Review,,Recruiting,,Human Resources,,Research Scientist Candidate List,HR-015,candidate_review,Research_Scientist_Candidates.xlsx,,Nicholas Valenzuela,Tucson,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-09 10:24:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-025,file_access,GP217_Sample_Tracking_Record.csv,,Justin Lee,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:25:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-030,file_access,HELIX_Regulatory_Briefing_Package.docx,,Lisa Mason,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:25:00
Send,,Analytical Chemistry,,Research,,,RS-035,teams_message,,,Leslie Burton,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:25:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-044,file_access,GP217_Sample_Tracking_Record.csv,,Mary Cisneros,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:25:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-097,file_access,GP217_Sample_Tracking_Record.csv,,Carl Mendez,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:25:00
Send,,Analytical Chemistry,,Research,,,RS-137,teams_message,,,Alexandria Bishop,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:25:00
Update,,Laboratory Operations,,Research,,,LT-012,record_update,,,Ashley Martin,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 10:25:00
Update,,HELIX,,Regulatory Affairs,,,RA-004,record_update,,,Peggy Jordan,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 10:26:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-020,payroll_review,Payroll_Reconciliation.csv,,Carol King,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:26:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-022,file_access,HELIX_Regulatory_Briefing_Package.docx,,Timothy James,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:27:00
Operate,,Sample Processing,,Research,,,LT-009,instrument_use,,Mass Spectrometer-02,Lisa Pena,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:27:00
Review Group Membership,,Infrastructure,,Information Technology,,,IT-013,identity_management,,,James Cooper,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 10:27:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-014,file_access,GP217_Assay_Results.csv,,Tammy Castaneda,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:29:00
Send,,Clinical Support,,Research,,,RS-132,teams_message,,,Jeanette Ibarra,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:29:00
Calibrate,,Sample Processing,,Research,,,LT-033,instrument_use,,Centrifuge-03,Christine Rice,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:29:00
Open,,Budget Planning,,Finance,,Quarterly Forecast,FA-018,financial_report_access,Quarterly_Forecast_Q2.pdf,,Jessica Haynes,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-09 10:29:00
Approve Rule Change,,Identity Modernization,Research VLAN Rule UPdate,Information Technology,,,IT-025,firewall_update,,,Amanda Gordon,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-09 10:30:00
Update,,Laboratory Operations,,Research,,,LT-037,record_update,,,Aaron Patterson,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 10:31:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-088,file_access,HELIX_Regulatory_Briefing_Package.docx,,Spencer Aguilar,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:32:00
Operate,,Sample Processing,,Research,,,LT-004,instrument_use,,Mass Spectrometer-02,Madeline Valentine,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:32:00
Send,,Procurement,,Finance,,,FA-010,teams_message,,,Joseph Beasley,Tucson,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 10:32:00
Open,,Budget Planning,,Finance,,Quarterly Forecast,FA-022,financial_report_access,Quarterly_Forecast_Q2.pdf,,Joseph Morgan,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-09 10:32:00
Review Endpoint Health,,Identity Modernization,,Information Technology,Research-Laptop-042,,IT-035,endpoint_review,,,Carrie Mays,Tucson,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-09 10:32:00
Review,,Corporate Strategy,,Executive Leadership,,HELIX Strategic Roadmap,EX-006,strategy_review,HELIX_Strategic_Roadmap.pdf,,Leroy Garcia,Tucson,,,Executive Leadership,Trade Secret,,Strategy Portal,2026-01-09 10:32:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-015,file_access,HELIX_Regulatory_Briefing_Package.docx,,Carla Wade,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:33:00
Approve Rule Change,,Identity Modernization,Research VLAN Rule UPdate,Information Technology,,,IT-005,firewall_update,,,Tamara Pacheco,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-09 10:33:00
Approve Patch Deployment,,Infrastructure,,Information Technology,,,IT-017,patch_management,,,Jonathan May,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-09 10:33:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-021,file_access,GP217_Assay_Results.csv,,Leslie Alvarez,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:34:00
Send,,HELIX,,Research,,,RS-044,teams_message,,,Mary Cisneros,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:34:00
Review,,Laboratory Operations,,Research,,Quality Control Checklist,LT-027,file_access,QC_Checklist_v3.pdf,,Tina Conley,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 10:34:00
Send,,Recruiting,,Human Resources,,,HR-014,teams_message,,,Tina Lewis,Boston,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-09 10:34:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-020,file_access,HELIX_Regulatory_Briefing_Package.docx,,Derrick Johnson,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:35:00
Approve,,FDA Submission,,Regulatory Affairs,,,RA-001,compliance_review,,,Ryan Anderson,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 10:35:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-100,file_access,GP217_Sample_Tracking_Record.csv,,Barbara Barnett,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:36:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-018,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Robert Stokes,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:36:00
Update,,FDA Submission,,Regulatory Affairs,,,RA-022,record_update,,,Elizabeth Potter,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 10:36:00
Review,,Payroll,,Finance,,Payroll Reconciliation,FA-007,payroll_review,Payroll_Reconciliation.csv,,Jonathan Anderson,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:36:00
Review,,Benefits,,Human Resources,,Research Scientist Candidate List,HR-013,candidate_review,Research_Scientist_Candidates.xlsx,,Alexa Sanders,Tucson,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-09 10:36:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-094,file_access,GP217_Assay_Results.csv,,Randy House,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 10:37:00
Send,,Sample Processing,,Research,,,LT-013,teams_message,,,Jill Hall,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 10:37:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-019,payroll_review,Payroll_Reconciliation.csv,,Brenda Park,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:37:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-021,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Angela Ramirez,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:38:00
Open,,Procurement,,Finance,,Quarterly Forecast,FA-034,financial_report_access,Quarterly_Forecast_Q2.pdf,,Steven Stevens,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-09 10:39:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-039,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Brittany Stevenson,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:40:00
Operate,,Laboratory Operations,,Research,,,LT-020,instrument_use,,Mass Spectrometer-02,Matthew Coleman,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:41:00
Edit,,FDA Submission,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-022,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Elizabeth Potter,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:41:00
Review,,FDA Submission,,Regulatory Affairs,,FDA Submission Draft,RA-034,document_review,FDA_Submission_Draft_v5.docx,,Nicholas Mcbride,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:41:00
Review Findings,,Endpoint Security,,Information Technology,,,IT-014,vulnerability_review,,,Jennifer Clark,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 10:41:00
Operate,,HELIX,,Research,,,LT-039,instrument_use,,Mass Spectrometer-02,Kirsten Collins,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 10:42:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-015,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Richard Johns,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 10:42:00
Investigate,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-032,security_alert_review,,,Sara Hernandez,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 10:42:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-080,file_access,GP217_Sample_Tracking_Record.csv,,Scott Figueroa,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:43:00
Review,,Budget Planning,,Finance,,Payroll Reconciliation,FA-022,payroll_review,Payroll_Reconciliation.csv,,Joseph Morgan,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 10:43:00
Send,,Payroll,,Finance,,,FA-031,teams_message,,,Larry Bender,Tucson,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 10:43:00
Review Group Membership,,Infrastructure,,Information Technology,,,IT-008,identity_management,,,Mark Davis,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 10:43:00
Review Findings,,Infrastructure,,Information Technology,,,IT-008,vulnerability_review,,,Mark Davis,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 10:44:00
Review Group Membership,,Endpoint Security,,Information Technology,,,IT-034,identity_management,,,Erin Wilson,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 10:44:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-012,file_access,HELIX_Regulatory_Briefing_Package.docx,,Monica Martin,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:45:00
Approve,,Sample Processing,,Research,,,LT-006,record_update,,,Catherine Patterson,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 10:45:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-034,file_access,QC_Checklist_v3.pdf,,Judy Cooke,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 10:45:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-087,file_access,GP217_Sample_Tracking_Record.csv,,Donna Allen,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:46:00
Send,,HELIX,,Regulatory Affairs,,,RA-035,teams_message,,,Donald Tapia,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 10:46:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-057,file_access,GP217_Sample_Tracking_Record.csv,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 10:47:00
Send,,Biomarker Discovery,,Research,,,RS-005,teams_message,,,Roger Silva,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 10:48:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-089,file_access,HELIX_Regulatory_Briefing_Package.docx,,Sandra Ramos,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 10:48:00
Send,,Sample Processing,,Research,,,LT-028,teams_message,,,Rebecca Zavala,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 10:48:00
Review Findings,,Endpoint Security,,Information Technology,,,IT-012,vulnerability_review,,,Travis Davies,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 10:48:00
