action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Send,,Budget Planning,,Finance,,,FA-020,teams_message,,,Carol King,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 08:54:00
,,Identity Modernization,,Information Technology,,,IT-005,login,,,Tamara Pacheco,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 08:54:00
,,Identity Modernization,,Information Technology,,,IT-011,login,,,Kristen Richard,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 08:54:00
Review Findings,,Infrastructure,,Information Technology,,,IT-013,vulnerability_review,,,James Cooper,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-06 08:54:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-028,file_access,GP217_Sample_Tracking_Record.csv,,Leslie Anderson,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 08:55:00
Send,,HELIX,,Research,,,RS-063,teams_message,,,Anthony May,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 08:55:00
Send,,Clinical Support,,Research,,,RS-132,teams_message,,,Jeanette Ibarra,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 08:55:00
,,Identity Modernization,,Information Technology,,,IT-029,login,,,Sarah Aguilar,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 08:55:00
,,Identity Modernization,,Information Technology,,,IT-030,login,,,Rachel Huerta,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-06 08:55:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-088,file_access,GP217_Assay_Results.csv,,Spencer Aguilar,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 08:56:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-068,file_access,GP217_Sample_Tracking_Record.csv,,Joshua Wheeler,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 08:57:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-089,file_access,GP217_Sample_Tracking_Record.csv,,Sandra Ramos,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 08:57:00
Send,,Biomarker Discovery,,Research,,,RS-109,teams_message,,,Margaret Marsh,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 08:57:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-125,file_access,GP217_Assay_Results.csv,,Elizabeth Hampton,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 08:57:00
Calibrate,,Sample Processing,,Research,,,LT-002,instrument_use,,Centrifuge-03,Doris Singh,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 08:57:00
Approve,,HELIX,,Research,,,LT-025,record_update,,,Lauren Oconnell,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 08:57:00
Review,,Benefits,,Human Resources,,Research Scientist Candidate List,HR-019,candidate_review,Research_Scientist_Candidates.xlsx,,Jeremiah Horton,Tucson,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-06 08:57:00
,,Cloud Migration,,Information Technology,,,IT-028,login,,,Kathy Andrade,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-06 08:57:00
,,Infrastructure,,Information Technology,,,IT-002,login,,,Kelly Chan,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 08:58:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-090,file_access,GP217_Sample_Tracking_Record.csv,,Brianna Davis,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 08:59:00
Operate,,HELIX,,Research,,,LT-025,instrument_use,,Mass Spectrometer-02,Lauren Oconnell,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 08:59:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-020,teams_message,,,Krista Hurst,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 08:59:00
Update,,Quality Compliance,,Regulatory Affairs,,,RA-032,record_update,,,Donald Perez,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 08:59:00
Review,,Technology Modernization,,Executive Leadership,,Quarterly Financial Forecast,EX-007,financial_report_access,Quarterly_Forecast_Q1.pdf,,Mark Hernandez,Boston,,,Executive Leadership,Trade Secret,,Financial Reporting,2026-01-06 08:59:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-017,file_access,HELIX_Regulatory_Briefing_Package.docx,,Emily Ortiz,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:00:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-036,file_access,QC_Checklist_v3.pdf,,Tyler Garza,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-06 09:00:00
Review,,Procurement,,Finance,,HELIX Budget Review,FA-034,budget_review,HELIX_Budget_Q2.xlsx,,Steven Stevens,Boston,,,Finance Analyst,Confidential,,ERP,2026-01-06 09:00:00
Send,,Analytical Chemistry,,Research,,,RS-074,teams_message,,,Sandy Cook,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:01:00
Calibrate,,HELIX,,Research,,,LT-023,instrument_use,,Centrifuge-03,Stephanie Miller,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:01:00
Send,,Budget Planning,,Finance,,,FA-019,teams_message,,,Brenda Park,Tucson,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 09:01:00
Send,,HELIX,,Research,,,RS-125,teams_message,,,Elizabeth Hampton,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:02:00
Review,,Quality Compliance,,Regulatory Affairs,,FDA Submission Draft,RA-002,document_review,FDA_Submission_Draft_v5.docx,,James Jones,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 09:02:00
Review Remote Login,,Cloud Migration,,Information Technology,Remote-Laptop-017,,IT-001,vpn_review,,,Joshua Blake,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 09:02:00
Review Endpoint Health,,Infrastructure,,Information Technology,Research-Laptop-042,,IT-018,endpoint_review,,,Samantha Jackson,Tucson,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-06 09:02:00
Review Endpoint Health,,Cloud Migration,,Information Technology,Research-Laptop-042,,IT-028,endpoint_review,,,Kathy Andrade,Boston,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-06 09:02:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-008,file_access,GP217_Assay_Results.csv,,Keith Miller,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:03:00
Send,,Sample Processing,,Research,,,LT-016,teams_message,,,Elizabeth Anderson,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-06 09:03:00
Review Remote Login,,Identity Modernization,,Information Technology,Remote-Laptop-017,,IT-020,vpn_review,,,Joshua Gray,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 09:03:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-009,teams_message,,,Valerie Cole,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 09:04:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-007,file_access,HELIX_Regulatory_Briefing_Package.docx,,Christopher Lang,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:05:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-018,file_access,GP217_Sample_Tracking_Record.csv,,Linda Smith,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:05:00
Send,,HELIX,,Research,,,RS-059,teams_message,,,Madeline Nolan,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:05:00
Send,,Laboratory Operations,,Research,,,LT-011,teams_message,,,Leslie Mejia,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-06 09:05:00
Update,,Sample Processing,,Research,,,LT-043,record_update,,,Logan Sanchez,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:05:00
Review Endpoint Health,,Cloud Migration,,Information Technology,Research-Laptop-042,,IT-009,endpoint_review,,,Nicholas Stein,Boston,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-06 09:05:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-074,file_access,GP217_Assay_Results.csv,,Sandy Cook,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:06:00
Approve Patch Deployment,,Identity Modernization,,Information Technology,,,IT-030,patch_management,,,Rachel Huerta,Boston,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 09:06:00
Send,,Clinical Support,,Research,,,RS-032,teams_message,,,Michael Sanders,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:07:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-034,file_access,HELIX_Regulatory_Briefing_Package.docx,,Tonya Davis,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:07:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-113,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jordan Williams,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:07:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-021,compliance_review,,,Angela Ramirez,Tucson,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 09:08:00
Send,,Payroll,,Finance,,,FA-008,teams_message,,,Joanna Powell,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 09:08:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-082,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jermaine Ramirez,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:09:00
Update,,Laboratory Operations,,Research,,,LT-012,record_update,,,Ashley Martin,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:09:00
Calibrate,,Sample Processing,,Research,,,LT-026,instrument_use,,Centrifuge-03,Robin Wood,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:09:00
Update,,HELIX,,Research,,,LT-040,record_update,,,Marcus Tucker,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:09:00
Review Remote Login,,Endpoint Security,,Information Technology,Remote-Laptop-017,,IT-003,vpn_review,,,Marvin Davis,Tucson,,,IT Security Administrator,Trade Secret,Verified,VPN Gateway,2026-01-06 09:10:00
Send,,Biomarker Discovery,,Research,,,RS-019,teams_message,,,Victoria Floyd,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:11:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-055,file_access,HELIX_Regulatory_Briefing_Package.docx,,Kelly Wallace,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:11:00
Send,,Analytical Chemistry,,Research,,,RS-115,teams_message,,,Julie Townsend,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:11:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-107,file_access,GP217_Sample_Tracking_Record.csv,,Katie Hooper,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:12:00
Send,,Endpoint Security,,Information Technology,,,IT-023,teams_message,,,Daniel Diaz,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-06 09:12:00
Review Endpoint Health,,Identity Modernization,,Information Technology,Research-Laptop-042,,IT-025,endpoint_review,,,Amanda Gordon,Tucson,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-06 09:12:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-029,file_access,GP217_Sample_Tracking_Record.csv,,John Mcdonald,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:13:00
Calibrate,,Laboratory Operations,,Research,,,LT-011,instrument_use,,Centrifuge-03,Leslie Mejia,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:13:00
Operate,,Laboratory Operations,,Research,,,LT-022,instrument_use,,Mass Spectrometer-02,Antonio Summers,Tucson,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:13:00
Calibrate,,Sample Processing,,Research,,,LT-033,instrument_use,,Centrifuge-03,Christine Rice,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:13:00
,,Research Portfolio,,Executive Leadership,,,EX-002,login,,,James Johnson,Boston,,,Executive Leadership,Trade Secret,,,2026-01-06 09:13:00
Send,,Procurement,,Finance,,,FA-016,teams_message,,,Jacqueline Baker,Boston,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 09:14:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-006,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:15:00
Operate,,Laboratory Operations,,Research,,,LT-005,instrument_use,,Mass Spectrometer-02,Christopher Smith,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:15:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-058,file_access,HELIX_Regulatory_Briefing_Package.docx,,Cynthia Kennedy,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:16:00
Send,,Sample Processing,,Research,,,LT-008,teams_message,,,Amy Baker,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-06 09:16:00
Update,,Quality Compliance,,Regulatory Affairs,,,RA-031,record_update,,,Kimberly Bautista,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 09:16:00
Upload,,Quality Compliance,,Regulatory Affairs,,FDA Submission Package,RA-036,document_upload,FDA_Submission_Package_v1.zip,,Christopher Cruz,Tucson,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-06 09:16:00
Update,,Benefits,,Human Resources,,Open Enrollment Form,HR-011,benefits_update,Open_Enrolment_Form.pdf,,Carrie Rodriguez,Tucson,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-06 09:16:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-001,file_access,GP217_Sample_Tracking_Record.csv,,Susan Young,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:17:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-137,file_access,GP217_Assay_Results.csv,,Alexandria Bishop,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:17:00
Update,,Sample Processing,,Research,,,LT-033,record_update,,,Christine Rice,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:17:00
Investigate,Unusual VPN Location,Identity Modernization,,Information Technology,,,IT-020,security_alert_review,,,Joshua Gray,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 09:17:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-059,file_access,GP217_Assay_Results.csv,,Madeline Nolan,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:18:00
Approve,,Sample Processing,,Research,,,LT-021,record_update,,,Bryan Murphy,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:18:00
Approve,,Budget Planning,,Finance,,,FA-003,procurement_review,,,Kimberly Kramer,Boston,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-06 09:18:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-024,file_access,HELIX_Regulatory_Briefing_Package.docx,,Nicole Warner,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:19:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-088,file_access,GP217_Assay_Results.csv,,Spencer Aguilar,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:19:00
Update,,HELIX,,Research,,,LT-035,record_update,,,Toni Santos,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:19:00
Update,,Procurement,,Finance,,HELIX Cost Forecast,FA-005,forecast_update,HELIX_Cost_Forecast.xlsx,,Richard Martinez,Tucson,,,Finance Analyst,Confidential,,FP&A Platform,2026-01-06 09:19:00
Send,,Budget Planning,,Finance,,,FA-020,teams_message,,,Carol King,Boston,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 09:19:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-096,file_access,GP217_Assay_Results.csv,,Luke Young,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:21:00
Update,,Quality Compliance,,Regulatory Affairs,,,RA-033,record_update,,,Nicole Taylor,Boston,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 09:21:00
Approve Patch Deployment,,Endpoint Security,,Information Technology,,,IT-012,patch_management,,,Travis Davies,Boston,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 09:21:00
Send,,Analytical Chemistry,,Research,,,RS-008,teams_message,,,Keith Miller,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:22:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-016,file_access,GP217_Sample_Tracking_Record.csv,,Peter Johnston,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:22:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-042,file_access,GP217_Assay_Results.csv,,Brittany Brown,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:22:00
Send,,Biomarker Discovery,,Research,,,RS-068,teams_message,,,Joshua Wheeler,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:22:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-070,file_access,GP217_Assay_Results.csv,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:22:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-045,file_access,QC_Checklist_v3.pdf,,John Santos,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-06 09:22:00
Send,,Clinical Support,,Research,,,RS-036,teams_message,,,Travis Bradley,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:23:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-019,teams_message,,,Larry Wilcox,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 09:23:00
Review Group Membership,,Identity Modernization,,Information Technology,,,IT-004,identity_management,,,Edward Schmitt,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 09:23:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-112,file_access,GP217_Sample_Tracking_Record.csv,,Tracie Smith,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:24:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-130,file_access,GP217_Sample_Tracking_Record.csv,,Joseph Wood,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:24:00
Approve,,FDA Submission,,Regulatory Affairs,,,RA-038,compliance_review,,,Erin Mcintyre,Tucson,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 09:24:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-057,file_access,GP217_Sample_Tracking_Record.csv,,Kevin Wood,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:25:00
Send,,HELIX,,Regulatory Affairs,,,RA-005,teams_message,,,Tracy Anderson,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 09:25:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-065,file_access,HELIX_Regulatory_Briefing_Package.docx,,Carol Brooks,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:26:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-128,file_access,HELIX_Regulatory_Briefing_Package.docx,,Katrina Murray,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:26:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-138,file_access,GP217_Sample_Tracking_Record.csv,,Austin Lopez,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:26:00
Send,,Biomarker Discovery,,Research,,,RS-084,teams_message,,,Robert Wilson,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:27:00
Calibrate,,HELIX,,Research,,,LT-029,instrument_use,,Centrifuge-03,Paul Johnson,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 09:28:00
Review,,Recruiting,,Human Resources,,Research Scientist Candidate List,HR-014,candidate_review,Research_Scientist_Candidates.xlsx,,Tina Lewis,Boston,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-06 09:28:00
Update,,Sample Processing,,Research,,,LT-002,record_update,,,Doris Singh,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:29:00
Approve,,Payroll,,Finance,,,FA-031,procurement_review,,,Larry Bender,Tucson,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-06 09:29:00
Investigate,Unusual VPN Location,Endpoint Security,,Information Technology,,,IT-023,security_alert_review,,,Daniel Diaz,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 09:29:00
Send,,Analytical Chemistry,,Research,,,RS-004,teams_message,,,Mario Hammond,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:30:00
Send,,HELIX,,Research,,,RS-118,teams_message,,,Jamie Bennett,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 09:30:00
Open,,Procurement,,Finance,,Quarterly Forecast,FA-016,financial_report_access,Quarterly_Forecast_Q2.pdf,,Jacqueline Baker,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-06 09:30:00
Approve Patch Deployment,,Cloud Migration,,Information Technology,,,IT-024,patch_management,,,Aaron Potter,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 09:30:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-134,file_access,GP217_Sample_Tracking_Record.csv,,Stephen Duffy,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:31:00
Approve,,FDA Submission,,Regulatory Affairs,,,RA-022,compliance_review,,,Elizabeth Potter,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 09:31:00
Investigate,Unusual VPN Location,Cloud Migration,,Information Technology,,,IT-001,security_alert_review,,,Joshua Blake,Tucson,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-06 09:31:00
Review Findings,,Cloud Migration,,Information Technology,,,IT-015,vulnerability_review,,,Todd Reed,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-06 09:31:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-036,file_access,GP217_Sample_Tracking_Record.csv,,Travis Bradley,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:32:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-052,file_access,GP217_Sample_Tracking_Record.csv,,Abigail Hayes,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:32:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-079,file_access,GP217_Sample_Tracking_Record.csv,,Anthony Mooney,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:32:00
Review,,Learning & Development,,Human Resources,,Research Scientist Candidate List,HR-003,candidate_review,Research_Scientist_Candidates.xlsx,,Cody Carlson,Tucson,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-06 09:32:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-072,file_access,GP217_Sample_Tracking_Record.csv,,Guy Berg,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:33:00
Approve,,HELIX,,Research,,,LT-007,record_update,,,David Carroll,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:33:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-022,file_access,HELIX_Regulatory_Briefing_Package.docx,,Timothy James,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 09:34:00
Review,,Sample Processing,,Research,,Quality Control Checklist,LT-033,file_access,QC_Checklist_v3.pdf,,Christine Rice,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-06 09:34:00
Approve,,Laboratory Operations,,Research,,,LT-041,record_update,,,Michael Johnson,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 09:34:00
Create,,Learning & Development,,Human Resources,,New Hire Onboarding Checklist,HR-020,onboarding_task,,,Kendra Weiss,Boston,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-06 09:34:00
Review Findings,,Identity Modernization,,Information Technology,,,IT-025,vulnerability_review,,,Amanda Gordon,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-06 09:34:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-116,file_access,GP217_Assay_Results.csv,,Renee Hudson,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 09:35:00
Send,,HELIX,,Regulatory Affairs,,,RA-026,teams_message,,,Dale Vaughn,Boston,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 09:35:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-009,file_access,GP217_Sample_Tracking_Record.csv,,Ann Garrison,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:36:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-089,file_access,GP217_Sample_Tracking_Record.csv,,Sandra Ramos,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:36:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-095,file_access,GP217_Sample_Tracking_Record.csv,,Melinda Payne,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 09:36:00
